id,title,category main,category second,seo,ISBN,Price,arthur,year,fourthwall_url,image
1,Essentials of Nursing Research Appraising Evidence for Nursing Practice 10th Edition,Medical & Nursing,,Access Essentials of Nursing Research... by Polit & Beck – comprehensive digital resource.,9781975171667,9.99,"Denise F. Polit, Cheryl Tatano Beck",2020,https://bookandread.store/products/essentials-of-nursing-research-10th,Essentials-of-Nursing-Research-10th.jpg
